tipo,cidade,bairro,area_m2,quartos,banheiros,suites,andar,vagas,preco,preco_m2,portaria,vista_mar,condominio_fechado,piscina,deck,varanda_gourmet,varanda,academia,salao_festa,salao_jogos,quadra_campo,estado,tipo_imovel_padronizado,tem_geolocalizacao,tem_endereco_estruturado,andar_informado
apartamento,Fortaleza,Engenheiro Luciano Cavalcante,143.0,3.0,4.0,3.0,0.0,3.0,1370000.0,9580.41958041958,False,False,False,True,False,False,True,True,True,False,True,CE,apartamento_padrao,True,True,True
apartamento,Fortaleza,Papicu,78.0,3.0,3.0,2.0,0.0,2.0,839712.0,10765.538461538461,False,False,False,True,False,False,True,True,False,False,True,CE,apartamento_padrao,True,True,True
apartamento,Fortaleza,Papicu,112.0,3.0,3.0,2.0,9.0,2.0,440000.0,3928.5714285714284,True,False,False,True,False,False,True,False,False,False,False,CE,apartamento_padrao,True,True,True
apartamento,Fortaleza,Aldeota,40.0,1.0,1.0,1.0,0.0,1.0,541609.0,13540.225,False,False,False,True,False,False,False,True,True,False,True,CE,apartamento_padrao,True,True,True
apartamento,Fortaleza,Cambeba,51.0,2.0,1.0,1.0,1.0,1.0,333721.0,6543.549019607844,False,False,False,True,False,False,True,True,False,False,False,CE,apartamento_padrao,True,True,True
apartamento,Fortaleza,Meireles,140.0,3.0,4.0,3.0,4.0,2.0,1200000.0,8571.42857142857,False,False,False,True,True,False,True,False,True,False,False,CE,apartamento_padrao,True,True,True
casa,Fortaleza,Jardim Cearense,131.0,4.0,4.0,3.0,1.0,2.0,850000.0,6488.5496183206105,False,False,False,False,False,False,False,False,False,False,False,CE,casa_padrao,True,True,True
apartamento,Fortaleza,Aldeota,93.0,3.0,4.0,3.0,0.0,2.0,924656.0,9942.537634408602,False,False,False,True,False,False,False,True,True,False,False,CE,apartamento_padrao,True,True,True
apartamento,Fortaleza,Parquelândia,75.0,3.0,3.0,1.0,1.0,2.0,755000.0,10066.666666666666,False,False,False,False,False,False,False,False,False,False,False,CE,apartamento_padrao,True,True,True
apartamento,Fortaleza,Engenheiro Luciano Cavalcante,121.0,3.0,4.0,3.0,0.0,2.0,1339000.0,11066.11570247934,False,False,False,True,True,False,False,True,False,False,True,CE,apartamento_padrao,True,True,True
apartamento,Fortaleza,Engenheiro Luciano Cavalcante,56.0,2.0,2.0,1.0,0.0,1.0,455000.0,8125.0,False,False,False,True,False,True,True,False,False,True,False,CE,apartamento_padrao,True,True,True
apartamento,Fortaleza,Edson Queiroz,70.0,2.0,2.0,1.0,3.0,1.0,724139.0,10344.842857142858,False,False,False,True,True,False,True,True,True,True,True,CE,apartamento_padrao,True,True,True
apartamento,Fortaleza,Cocó,132.0,3.0,3.0,1.0,0.0,1.0,420000.0,3181.818181818182,False,False,True,False,False,False,False,False,False,False,False,CE,apartamento_padrao,True,True,True
apartamento,Fortaleza,Papicu,117.0,3.0,3.0,2.0,6.0,1.0,590000.0,5042.735042735043,False,False,False,False,False,False,False,False,False,False,False,CE,apartamento_padrao,True,True,True
apartamento,Fortaleza,Engenheiro Luciano Cavalcante,314.0,5.0,4.0,4.0,0.0,4.0,2650000.0,8439.490445859872,True,False,False,True,False,True,True,True,True,True,False,CE,apartamento_padrao,True,True,True
