tipo_imovel,metragem,quartos,banheiros,suites,preco_anuncio,latitude,longitude,portaria_24h_normalizado,vista_mar_normalizado,condominio_fechado_normalizado,piscina_normalizado,deck_normalizado,varanda_normalizado,varanda_gourmet_normalizado,academia_normalizado,salao_festas_normalizado,salao_jogos_normalizado,quadra_normalizado,playground_normalizado,brinquedoteca_normalizado,coworking_normalizado,pet_place_normalizado,elevador_normalizado,nascente_normalizado,andar_alto_normalizado,mobiliado_normalizado,reformado_normalizado,frente_mar_normalizado,vista_livre_normalizado,tipo_anuncio_normalizado,anuncio_criado,nota_media
Imóvel comercial,300.0,2.0,2.0,0.0,700.000,-3.809,-38.549582,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2026-05-12,0.0
Apartamento,40.67,2.0,1.0,,252.085,-3.826851,-38.472507,False,False,False,True,False,False,False,True,True,False,True,True,True,False,True,False,False,False,False,False,False,False,normal,2026-03-05,0.0
Apartamento,49.0,2.0,2.0,1.0,370.000,-3.761941,-38.572131,False,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,normal,2026-06-09,0.0
Sala/Conjunto,72.0,,2.0,0.0,1.198.237,-3.75171,-38.502588,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,normal,2024-07-23,0.0
Apartamento,65.57,3.0,2.0,1.0,547.000,-3.760851,-38.441938,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,lançamento,2025-02-26,0.0
Apartamento,91.0,3.0,3.0,3.0,750.000,-3.804369,-38.496594,True,True,True,True,True,False,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,normal,2026-06-05,0.0
Casa,300.0,4.0,6.0,5.0,1.030.000,-3.78801,-38.473653,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,normal,2025-07-23,0.0
Apartamento,59.0,2.0,2.0,2.0,559.000,-3.752853,-38.453945,True,True,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,normal,2025-03-22,0.0
Apartamento,69.0,3.0,2.0,1.0,510.000,-3.739481,-38.481378,True,False,True,True,True,False,False,True,True,False,True,True,True,True,False,True,False,False,False,False,False,False,normal,2026-06-11,0.0
Apartamento,44.0,2.0,1.0,,49.000,-3.80709,-38.563685,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,repasse,2025-08-21,0.0
Apartamento,177.0,3.0,3.0,3.0,2.000.000,-3.745911,-38.478491,True,False,False,True,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,normal,2024-02-20,0.0
Apartamento,72.0,3.0,2.0,1.0,580.000,,,False,False,True,True,False,False,False,True,True,True,False,False,True,False,False,False,True,False,False,False,False,False,normal,2025-08-29,0.0
Apartamento,146.0,4.0,4.0,4.0,1.590.000,-3.772,-38.492,False,False,False,True,True,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,normal,2025-12-24,0.0
Prédio/Edifício inteiro,330.0,17.0,2.0,17.0,750.000,-3.803308,-38.516828,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2024-11-27,0.0
Edifício residencial,450.0,3.0,8.0,1.0,425.000,-3.802,-38.532,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2025-11-11,0.0
Lote/Terreno,951.24,,,0.0,4.759.000,-3.734275,-38.587068,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2026-06-11,0.0
Apartamento,121.27,3.0,3.0,3.0,1.300.000,-3.746894,-38.474032,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,normal,2025-11-13,0.0
Apartamento,50.0,2.0,1.0,,210.000,-3.822,-38.498,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2025-10-19,0.0
Apartamento,45.0,2.0,1.0,0.0,195.000,-3.809721,-38.551543,True,False,True,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,normal,2026-03-29,0.0
Sala/Conjunto,34.0,,1.0,,442.970,-3.751633,-38.500688,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2023-07-06,0.0
Apartamento,41.0,1.0,1.0,1.0,538.970,-3.751074,-38.476057,True,False,False,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,normal,2024-09-21,0.0
Apartamento,44.57,2.0,2.0,,120.000,-3.832511,-38.551535,True,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,normal,2026-06-08,0.0
Apartamento,97.0,3.0,3.0,3.0,1.010.000,-3.742288,-38.476264,False,False,False,True,True,False,True,True,True,False,True,False,True,True,True,True,True,False,False,False,False,False,normal,2026-03-31,0.0
Apartamento,85.0,3.0,3.0,2.0,750.000,-3.730224,-38.490432,True,False,True,False,False,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,normal,2026-06-10,0.0
Apartamento,55.0,2.0,2.0,2.0,580.000,-3.806236,-38.49525,True,False,True,True,True,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,normal,2026-03-28,0.0
Apartamento,83.5,3.0,3.0,2.0,935.000,-3.746682,-38.467414,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,normal,2026-04-02,0.0
Apartamento,65.0,3.0,1.0,1.0,525.000,-3.821641,-38.49035,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,normal,2026-06-09,0.0
Apartamento,49.0,3.0,1.0,,430.020,-3.75654,-38.444477,False,False,False,True,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,normal,2026-03-20,0.0
Apartamento,97.0,3.0,3.0,2.0,1.050.000,-3.747536,-38.476087,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,normal,2025-07-17,0.0
Lote/Terreno,0.0,,,,7.500.000,-3.823,-38.477,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2024-07-04,0.0
Lote/Terreno,360.0,,,0.0,300.000,-3.782,-38.458,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2026-04-30,0.0
Casa,50.0,2.0,1.0,0.0,275.000,-3.737076,-38.477535,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,normal,2026-06-11,0.0
Casa,236.0,4.0,5.0,4.0,930.000,-3.813579,-38.469938,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,normal,2024-09-19,0.0
Apartamento,45.0,2.0,1.0,0.0,225.000,-3.844746,-38.491586,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,normal,2025-06-09,0.0
Apartamento,140.0,3.0,4.0,3.0,760.000,-3.742713,-38.483042,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,normal,2024-12-28,0.0
Apartamento,54.09,2.0,2.0,2.0,617.342,-3.774,-38.475,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,normal,2025-12-24,0.0
Apartamento,126.0,3.0,5.0,3.0,720.000,-3.748,-38.492,False,False,False,False,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,normal,2025-08-14,0.0
Apartamento,44.0,2.0,1.0,,129.000,-3.804,-38.567,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,normal,2026-06-10,0.0
Apartamento,146.0,3.0,4.0,3.0,1.990.000,-3.768715,-38.491841,False,False,False,True,True,True,False,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,normal,2024-03-18,0.0
Apartamento,44.0,2.0,1.0,0.0,85.000,-3.811109,-38.550128,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,repasse,2025-07-23,0.0
Apartamento,92.0,3.0,3.0,2.0,1.340.000,-3.731,-38.506,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,normal,2026-06-02,0.0
Casa de condomínio,123.0,3.0,4.0,3.0,550.000,-3.792,-38.479,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,normal,2024-09-25,0.0
Apartamento,73.0,3.0,2.0,2.0,635.000,-3.805577,-38.49746,True,False,True,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,normal,2025-08-09,0.0
Casa,220.0,3.0,4.0,3.0,730.000,-3.794,-38.459,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2025-07-26,0.0
Apartamento,97.64,3.0,4.0,3.0,1.093.826,-3.742288,-38.476264,False,False,True,True,True,True,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,normal,2024-06-04,0.0
Casa de condomínio,250.0,3.0,4.0,3.0,1.600.000,-3.803462,-38.451728,True,False,True,True,True,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,normal,2025-11-17,0.0
Lote/Terreno,198.0,,,,108.900,-3.83999,-38.555974,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2023-03-18,0.0
Apartamento,60.0,3.0,1.0,1.0,480.000,-3.809246,-38.573087,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,normal,2026-06-11,0.0
Casa,139.0,3.0,2.0,1.0,450.000,-3.790089,-38.498134,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2024-06-05,0.0
Apartamento,170.0,3.0,2.0,3.0,1.100.000,-3.741412,-38.567489,True,False,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,normal,2022-12-08,0.0
Casa,180.0,4.0,9.0,4.0,695.000,-3.782924,-38.459137,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2026-01-22,0.0
Apartamento,598.38,2.0,2.0,1.0,656.000,-3.746478,-38.46902,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,lançamento,2024-05-04,0.0
Apartamento,91.0,3.0,3.0,1.0,1.150.000,-3.742149,-38.502697,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2026-04-18,0.0
Apartamento,182.0,3.0,3.0,3.0,1.250.000,-3.72,-38.513,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2026-01-20,0.0
Casa,1048.0,4.0,1.0,4.0,982.109,-3.806257,-38.609274,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,normal,2026-01-22,0.0
Sala/Conjunto,35.63,,1.0,0.0,300.000,-3.774091,-38.480282,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,normal,2026-01-22,0.0
Casa,160.0,4.0,5.0,3.0,750.000,-3.79213,-38.479387,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2026-03-06,0.0
Apartamento,126.0,3.0,4.0,3.0,1.070.000,,,False,False,False,True,False,False,False,True,True,True,True,True,False,False,True,False,True,False,False,False,False,False,normal,2026-06-02,0.0
Lote/Terreno,84.0,,,0.0,2.120.000,-3.797,-38.571,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2023-10-23,0.0
Imóvel comercial,396.0,4.0,5.0,4.0,1.350.000,-3.744,-38.499,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2023-12-01,0.0
Apartamento,121.0,3.0,4.0,2.0,1.329.000,-3.740146,-38.502708,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,normal,2026-04-05,0.0
Apartamento,127.0,3.0,3.0,3.0,880.000,-3.735804,-38.491503,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,normal,2024-09-26,0.0
Apartamento,36.88,2.0,1.0,0.0,302.990,-3.816,-38.558,False,False,True,True,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,normal,2025-01-14,0.0
Casa de condomínio,185.6,3.0,4.0,3.0,1.091.497,-3.751123,-38.450948,True,False,False,True,True,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,normal,2026-06-09,0.0
Casa,180.0,5.0,4.0,4.0,720.000,-3.734758,-38.580587,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2023-12-21,0.0
Sala/Conjunto,60.0,,,0.0,380.000,-3.725655,-38.503513,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2024-10-31,0.0
Casa,200.0,4.0,5.0,4.0,875.000,-3.816505,-38.53774,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2025-12-04,0.0
Apartamento,38.4,2.0,1.0,0.0,201.000,-3.847482,-38.515127,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2025-08-08,0.0
Apartamento,84.0,3.0,3.0,2.0,699.000,-3.7333,-38.517241,True,False,True,True,True,True,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,normal,2026-06-10,0.0
Casa de condomínio,200.0,4.0,4.0,4.0,875.000,-3.856667,-38.483088,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2025-10-24,0.0
Prédio/Edifício inteiro,359.0,2.0,,,510.000,-3.802495,-38.627744,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2025-09-02,0.0
Apartamento,72.67,2.0,3.0,2.0,730.000,-3.772,-38.484,False,False,False,True,True,True,False,True,True,False,True,True,True,True,False,False,True,True,True,False,False,True,normal,2026-05-13,0.0
Apartamento,40.79,2.0,1.0,,213.000,-3.808097,-38.630125,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,leilão,2026-01-18,0.0
Apartamento,120.0,2.0,3.0,2.0,1.290.000,-3.744174,-38.48064,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,normal,2025-08-14,0.0
Apartamento,92.0,2.0,3.0,2.0,820.000,-3.746937,-38.521285,True,False,True,True,True,True,True,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,normal,2026-06-10,0.0
Apartamento,81.0,2.0,2.0,2.0,790.000,-3.780444,-38.487785,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,normal,2025-11-24,0.0
Apartamento,384.6,3.0,1.0,1.0,375.000,-3.760168,-38.536889,True,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2026-06-08,0.0
Casa de condomínio,128.02,3.0,5.0,3.0,790.000,-3.735,-38.469,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,normal,2025-08-20,0.0
Apartamento,70.0,3.0,1.0,1.0,675.000,-3.776,-38.484,False,False,False,True,True,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,normal,2026-03-18,0.0
Apartamento,106.25,4.0,5.0,3.0,1.100.000,-3.744334,-38.493006,False,False,False,False,True,True,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,normal,2024-10-02,0.0
Apartamento,44.97,2.0,1.0,1.0,534.291,-3.770168,-38.491334,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,normal,2024-11-13,0.0
Apartamento,43.35,2.0,1.0,0.0,320.000,-3.825684,-38.565362,False,False,False,True,True,False,False,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,normal,2024-06-15,0.0
Apartamento,242.47,4.0,5.0,4.0,3.663.000,-3.73,-38.497,True,False,True,True,True,False,True,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,normal,2026-05-21,0.0
Apartamento,38.37,2.0,1.0,0.0,239.674,-3.760911,-38.44356,False,False,True,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,normal,2026-02-06,0.0
Lote/Terreno,200.0,,,,249.000,-3.824694,-38.551263,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,lançamento,2023-08-06,0.0
Apartamento,113.0,3.0,4.0,2.0,1.440.000,-3.735797,-38.502831,True,False,True,False,False,False,True,True,True,False,True,True,False,False,False,False,True,True,False,False,False,False,normal,2026-06-10,0.0
Lote/Terreno,408.0,,,,219.000,-3.777671,-38.452384,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,normal,2025-10-02,0.0
Apartamento,144.0,3.0,2.0,1.0,1.250.000,-3.777,-38.488,False,False,False,True,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,normal,2026-05-16,0.0
Apartamento,69.0,2.0,2.0,2.0,1.070.000,-3.733,-38.509,False,False,True,True,False,True,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,normal,2026-06-08,0.0
Apartamento,53.0,3.0,2.0,1.0,646.000,-3.762,-38.445,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,True,False,False,False,normal,2025-07-24,0.0
Apartamento,111.0,3.0,4.0,3.0,1.150.000,-3.746682,-38.467414,True,False,True,True,True,False,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,normal,2026-04-15,0.0
Apartamento,127.41,3.0,4.0,3.0,790.000,-3.744363,-38.491849,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2022-06-22,0.0
Casa,230.0,3.0,3.0,2.0,800.000,-3.809092,-38.480068,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2022-07-13,0.0
Lote/Terreno,163.5,,,,1.200.000,-3.811,-38.512,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2024-07-04,0.0
Apartamento,38.4,2.0,1.0,,240.000,-3.844723,-38.492006,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,leilão,2026-01-11,0.0
Casa,93.0,3.0,2.0,2.0,650.000,-3.809,-38.549582,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2026-05-12,0.0
Apartamento,146.0,3.0,4.0,3.0,1.895.000,-3.768715,-38.491841,False,False,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,normal,2025-10-15,0.0
Apartamento,48.0,2.0,1.0,2.0,545.000,-3.755167,-38.447933,True,True,True,True,False,False,False,False,True,False,True,True,False,True,True,False,False,False,True,False,False,False,normal,2026-05-27,0.0
Apartamento,103.5,3.0,3.0,3.0,1.120.000,-3.742288,-38.476264,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2022-06-22,0.0
Apartamento,45.0,2.0,1.0,,299.000,-3.81371,-38.491879,True,False,True,True,True,False,False,False,True,False,False,True,False,False,True,False,True,True,False,False,False,False,normal,2026-05-11,0.0
Apartamento,72.0,3.0,2.0,1.0,650.000,,,False,False,False,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,normal,2026-02-09,0.0
Edifício residencial,200.0,,,0.0,180.000,-3.734168,-38.543363,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2024-07-14,0.0
Apartamento,326.0,4.0,5.0,4.0,6.900.000,-3.722979,-38.481777,True,False,True,True,True,False,True,True,True,True,True,True,False,False,False,True,False,False,False,False,True,False,normal,2026-02-06,0.0
Casa,130.0,3.0,3.0,1.0,550.000,-3.793,-38.471,False,False,False,True,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,normal,2025-08-08,0.0
Apartamento,198.0,3.0,4.0,3.0,1.500.000,-3.730189,-38.49836,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,normal,2025-02-28,0.0
Lote/Terreno,198.0,,,,108.000,-3.839354,-38.557976,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2023-03-09,0.0
Casa,440.0,3.0,2.0,3.0,2.100.000,,,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2022-04-13,0.0
Lote/Terreno,200.0,,,,249.000,-3.823675,-38.548871,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,lançamento,2025-01-11,0.0
Lote/Terreno,200.0,,,,249.000,-3.823675,-38.548871,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,lançamento,2024-12-21,0.0
Casa de condomínio,138.0,3.0,3.0,3.0,860.000,-3.75487,-38.470844,True,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,normal,2025-12-28,0.0
Apartamento,77.0,2.0,3.0,2.0,790.000,-3.775436,-38.490269,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2025-10-01,0.0
Casa,161.0,4.0,4.0,4.0,875.000,-3.856,-38.483,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2025-12-02,0.0
Sala/Conjunto,61.0,,1.0,,276.000,-3.728249,-38.525312,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,leilão,2026-05-08,0.0
Apartamento,50.0,2.0,1.0,,240.000,,,False,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,normal,2026-04-01,0.0
Casa,229.0,3.0,3.0,3.0,1.349.300,-3.791226,-38.460997,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,normal,2023-05-13,0.0
Apartamento,165.0,3.0,4.0,2.0,1.900.000,-3.744664,-38.477146,True,False,False,True,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,normal,2026-04-30,0.0
Lote/Terreno,548.57,,,,400.000,-3.834,-38.564,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2025-12-24,0.0
Prédio/Edifício inteiro,332.0,4.0,3.0,1.0,900.000,-3.8049,-38.479383,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2025-10-21,0.0
Apartamento,140.0,3.0,4.0,3.0,1.120.000,-3.733771,-38.496297,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2024-12-11,0.0
Apartamento,180.0,3.0,3.0,3.0,1.150.000,-3.767535,-38.484124,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,normal,2025-06-05,0.0
Imóvel comercial,137.0,,2.0,,275.000,-3.825,-38.474,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2026-01-16,0.0
Apartamento,63.0,3.0,1.0,1.0,477.316,-3.807,-38.487,False,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,False,False,False,False,False,normal,2026-03-19,0.0
Sala/Conjunto,65.0,,1.0,,95.000,-3.72686,-38.528266,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,normal,2025-10-17,0.0
Apartamento,38.0,2.0,1.0,1.0,221.500,-3.794,-38.628,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,normal,2026-04-15,0.0
Casa,193.0,4.0,1.0,4.0,800.000,-3.793982,-38.499836,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,normal,2026-06-11,0.0
Apartamento,116.0,3.0,4.0,3.0,1.030.000,-3.807436,-38.495621,True,False,True,True,True,True,True,True,True,False,True,True,False,False,True,True,False,False,False,False,False,False,normal,2023-02-24,0.0
Apartamento,150.53,3.0,2.0,1.0,830.000,-3.728959,-38.572406,True,False,True,True,True,True,False,True,True,True,True,True,False,False,False,True,False,False,False,False,False,True,normal,2026-03-16,0.0
Casa,162.0,4.0,3.0,4.0,695.000,-3.783,-38.461,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2025-09-25,0.0
Casa,744.0,5.0,6.0,5.0,1.500.000,-3.77,-38.474,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2025-06-21,0.0
Casa,943.0,4.0,3.0,3.0,1.800.000,-3.793261,-38.48918,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,normal,2026-01-22,0.0
Apartamento,55.2,2.0,2.0,1.0,485.000,-3.731585,-38.521989,False,False,False,True,False,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,normal,2026-06-08,0.0
Lote/Terreno,82.27,,,,650.000,-3.842,-38.562,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2025-05-03,0.0
Apartamento,120.0,3.0,4.0,3.0,1.200.000,-3.776958,-38.487931,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,normal,2025-09-09,0.0
Lote/Terreno,50.0,,,,420.000,-3.828689,-38.587709,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2022-05-13,0.0
Apartamento,95.0,3.0,4.0,3.0,850.000,-3.807808,-38.495548,False,False,True,True,False,False,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,normal,2024-10-01,0.0
Casa,180.0,3.0,2.0,2.0,720.000,-3.79274,-38.477231,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,normal,2026-03-05,0.0
Apartamento,45.0,2.0,1.0,,283.000,-3.807092,-38.526055,False,False,True,True,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,normal,2026-05-22,0.0
Apartamento,115.0,3.0,4.0,3.0,1.350.000,-3.751356,-38.460031,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2026-05-26,0.0
Apartamento,121.1,3.0,4.0,3.0,750.000,-3.747029,-38.505257,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2025-06-05,0.0
Apartamento,74.0,2.0,2.0,2.0,780.000,-3.772205,-38.493758,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,normal,2026-04-03,0.0
Lote/Terreno,600.0,,4.0,0.0,800.000,-3.746404,-38.595137,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2026-01-22,0.0
Apartamento,121.0,3.0,3.0,3.0,1.200.000,-3.744174,-38.48064,False,False,False,True,True,False,False,True,True,False,True,False,False,False,False,False,True,True,False,False,False,False,normal,2026-05-07,0.0
Apartamento,61.0,2.0,1.0,2.0,870.000,-3.729624,-38.503607,False,False,False,True,True,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,normal,2025-10-21,0.0
Apartamento,123.0,3.0,4.0,3.0,790.000,-3.777263,-38.486109,False,False,False,True,True,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,normal,2025-07-17,0.0
